"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Line item,21.6,21.5,-0.2,-0.7,12.1,1.9,"$40,670",High school diploma or equivalent,None,Moderate-term on-the-job training
"Inspectors, testers, sorters, samplers, and weighers",51-9061,Line item,590.1,489.6,-100.4,-17.0,1.6,48.3,"$40,460",High school diploma or equivalent,None,Moderate-term on-the-job training
Jewelers and precious stone and metal workers,51-9071,Line item,35.1,31.6,-3.5,-10.0,34.1,3.6,"$41,900",High school diploma or equivalent,None,Long-term on-the-job training
Dental and ophthalmic laboratory technicians and medical appliance technicians,51-9080,Summary,81.2,88.6,7.4,9.1,2.9,10.3,"$38,620",Ñ,Ñ,Ñ
Dental laboratory technicians,51-9081,Line item,36.2,39.6,3.4,9.4,2.9,4.6,"$42,110",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical appliance technicians,51-9082,Line item,14.8,16.5,1.7,11.5,2.9,1.9,"$41,750",High school diploma or equivalent,None,Moderate-term on-the-job training
Ophthalmic laboratory technicians,51-9083,Line item,30.2,32.5,2.3,7.6,3.0,3.7,"$34,440",High school diploma or equivalent,None,Moderate-term on-the-job training
Packaging and filling machine operators and tenders,51-9111,Line item,392.1,397.6,5.5,1.4,0.1,40.6,"$32,640",High school diploma or equivalent,None,Moderate-term on-the-job training
Painting workers,51-9120,Summary,164.2,166.7,2.5,1.5,2.5,15.7,"$38,740",Ñ,Ñ,Ñ
"Painting, coating, and decorating workers",51-9123,Line item,12.8,12.7,-0.1,-0.5,2.5,1.2,"$34,780",No formal educational credential,None,Moderate-term on-the-job training
"Coating, painting, and spraying machine setters, operators, and tenders",51-9124,Line item,151.4,153.9,2.6,1.7,2.5,14.5,"$39,060",High school diploma or equivalent,None,Moderate-term on-the-job training
Semiconductor processing technicians,51-9141,Line item,30.8,31.0,0.2,0.7,3.8,3.1,"$40,500",High school diploma or equivalent,None,Moderate-term on-the-job training
Photographic process workers and processing machine operators,51-9151,Line item,12.3,9.9,-2.4,-19.4,5.0,1.3,"$34,720",High school diploma or equivalent,None,Short-term on-the-job training
Computer numerically controlled tool operators and programmers,51-9160,Summary,178.2,173.0,-5.1,-2.9,Ñ,14.8,"$44,210",Ñ,Ñ,Ñ
Computer numerically controlled tool operators,51-9161,Line item,152.4,141.7,-10.7,-7.0,Ñ,11.8,"$42,260",High school diploma or equivalent,None,Moderate-term on-the-job training
Computer numerically controlled tool programmers,51-9162,Line item,25.7,31.3,5.6,21.9,Ñ,3.1,"$57,740",Postsecondary nondegree award,None,Moderate-term on-the-job training
Miscellaneous production workers,51-9190,Summary,766.1,783.1,17.0,2.2,2.4,90.1,"$32,580",Ñ,Ñ,Ñ
Adhesive bonding machine operators and tenders,51-9191,Line item,14.0,13.7,-0.2,-1.8,0.6,1.4,"$36,280",High school diploma or equivalent,None,Moderate-term on-the-job training
"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Line item,16.3,16.5,0.2,1.4,Ñ,2.3,"$32,230",High school diploma or equivalent,None,Moderate-term on-the-job training
Cooling and freezing equipment operators and tenders,51-9193,Line item,9.4,9.8,0.4,3.8,3.9,1.0,"$37,650",High school diploma or equivalent,None,Moderate-term on-the-job training
Etchers and engravers,51-9194,Line item,12.9,12.3,-0.6,-4.6,20.4,1.3,"$31,790",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders, shapers, and casters, except metal and plastic",51-9195,Line item,49.4,46.4,-3.0,-6.1,8.8,4.4,"$35,440",High school diploma or equivalent,None,Long-term on-the-job training
"Paper goods machine setters, operators, and tenders",51-9196,Line item,100.4,94.6,-5.7,-5.7,Ñ,9.0,"$39,820",High school diploma or equivalent,None,Moderate-term on-the-job training
Tire builders,51-9197,Line item,21.0,21.1,0.1,0.5,Ñ,1.9,"$46,270",High school diploma or equivalent,None,Moderate-term on-the-job training
Helpers--production workers,51-9198,Line item,304.2,325.0,20.8,6.8,0.6,44.1,"$30,500",High school diploma or equivalent,None,Short-term on-the-job training
"Production workers, all other",51-9199,Line item,238.6,243.7,5.1,2.1,3.9,24.7,"$31,420",High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation and material moving occupations,53-0000,Summary,"13,134.8","13,583.6",448.9,3.4,4.1,"1,531.2","$34,080",Ñ,Ñ,Ñ
Supervisors of transportation and material moving workers,53-1000,Summary,466.3,490.4,24.0,5.2,0.2,46.3,"$54,840",Ñ,Ñ,Ñ
Aircraft cargo handling supervisors,53-1041,Line item,9.6,10.2,0.5,5.4,Ñ,1.0,"$53,610",High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of transportation and material-moving workers, except aircraft cargo handling supervisors",53-1047,Line item,456.7,480.2,23.5,5.1,0.2,45.3,"$54,870",High school diploma or equivalent,Less than 5 years,None
Air transportation workers,53-2000,Summary,284.2,312.2,28.1,9.9,1.1,32.1,"$81,100",Ñ,Ñ,Ñ
Aircraft pilots and flight engineers,53-2010,Summary,127.1,133.3,6.1,4.8,2.5,12.7,"$130,440",Ñ,Ñ,Ñ
"Airline pilots, copilots, and flight engineers",53-2011,Line item,85.5,87.9,2.4,2.8,Ñ,8.3,"$160,970",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Commercial pilots,53-2012,Line item,41.6,45.4,3.8,9.1,7.5,4.4,"$93,300",High school diploma or equivalent,None,Moderate-term on-the-job training
Air traffic controllers and airfield operations specialists,53-2020,Summary,35.2,36.0,0.8,2.3,Ñ,2.9,"$99,640",Ñ,Ñ,Ñ
Air traffic controllers,53-2021,Line item,24.3,24.5,0.1,0.5,Ñ,2.0,"$130,420",Associate's degree,None,Long-term on-the-job training
Airfield operations specialists,53-2022,Line item,10.9,11.5,0.7,6.1,Ñ,1.0,"$51,330",High school diploma or equivalent,None,Long-term on-the-job training
Flight attendants,53-2031,Line item,121.9,143.0,21.1,17.3,0.0,16.5,"$59,050",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Motor vehicle operators,53-3000,Summary,"4,689.2","4,913.4",224.2,4.8,9.9,516.8,"$40,600",Ñ,Ñ,Ñ
"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,14.9,16.3,1.4,9.4,Ñ,1.7,"$27,930",High school diploma or equivalent,None,Moderate-term on-the-job training
Driver/sales workers and truck drivers,53-3030,Summary,"3,535.9","3,641.5",105.6,3.0,7.6,372.3,"$42,430",Ñ,Ñ,Ñ
Driver/sales workers,53-3031,Line item,487.4,501.9,14.5,3.0,7.6,51.3,"$27,960",High school diploma or equivalent,None,Short-term on-the-job training
Heavy and tractor-trailer truck drivers,53-3032,Line item,"2,029.9","2,060.5",30.6,1.5,7.6,209.2,"$47,130",Postsecondary nondegree award,None,Short-term on-the-job training
Light truck drivers,53-3033,Line item,"1,018.6","1,079.1",60.5,5.9,7.5,111.8,"$37,050",High school diploma or equivalent,None,Short-term on-the-job training
Passenger vehicle drivers,53-3050,Summary,"1,076.7","1,192.0",115.3,10.7,17.9,132.9,"$34,670",Ñ,Ñ,Ñ
"Bus drivers, transit and intercity",53-3052,Line item,223.4,244.2,20.8,9.3,14.8,28.9,"$45,900",High school diploma or equivalent,None,Moderate-term on-the-job training
"Passenger vehicle drivers, except bus drivers, transit and intercity",53-3058,Line item,853.3,947.8,94.4,11.1,18.7,104.0,"$32,320",No formal educational credential,None,Short-term on-the-job training
"Motor vehicle operators, all other",53-3099,Line item,61.7,63.6,1.9,3.1,6.1,9.9,"$37,170",No formal educational credential,None,Short-term on-the-job training
Rail transportation workers,53-4000,Summary,90.9,88.8,-2.1,-2.3,1.1,7.1,"$64,410",Ñ,Ñ,Ñ
Locomotive engineers and operators,53-4010,Summary,32.6,31.3,-1.3,-4.0,1.4,2.3,"$69,850",Ñ,Ñ,Ñ
Locomotive engineers,53-4011,Line item,27.4,26.5,-1.0,-3.5,1.4,1.9,"$71,870",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,5.2,4.9,-0.4,-6.8,1.1,0.3,"$51,720",High school diploma or equivalent,None,Moderate-term on-the-job training
"Railroad brake, signal, and switch operators and locomotive firers",53-4022,Line item,9.1,8.6,-0.5,-5.5,1.3,0.7,"$57,870",High school diploma or equivalent,None,Moderate-term on-the-job training
Railroad conductors and yardmasters,53-4031,Line item,36.0,35.2,-0.8,-2.1,1.3,2.9,"$64,030",High school diploma or equivalent,None,Moderate-term on-the-job training
Subway and streetcar operators,53-4041,Line item,10.7,11.3,0.6,5.3,Ñ,1.1,"$69,440",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rail transportation workers, all other",53-4099,Line item,2.5,2.4,-0.1,-4.7,Ñ,0.2,"$47,970",High school diploma or equivalent,None,Moderate-term on-the-job training
Water transportation workers,53-5000,Summary,81.9,82.1,0.2,0.2,3.3,8.1,"$59,250",Ñ,Ñ,Ñ
Sailors and marine oilers,53-5011,Line item,31.9,32.2,0.3,0.9,0.2,3.6,"$44,920",No formal educational credential,None,Moderate-term on-the-job training
Ship and boat captains and operators,53-5020,Summary,41.4,41.2,-0.1,-0.3,6.4,3.5,"$73,610",Ñ,Ñ,Ñ
"Captains, mates, and pilots of water vessels",53-5021,Line item,38.9,38.7,-0.1,-0.3,6.4,3.3,"$77,130",Postsecondary nondegree award,Less than 5 years,None
Motorboat operators,53-5022,Line item,2.5,2.5,0.0,0.1,6.1,0.2,"$55,910",Postsecondary nondegree award,Less than 5 years,None
Ship engineers,53-5031,Line item,8.7,8.7,0.1,0.7,Ñ,1.0,"$75,990",Postsecondary nondegree award,Less than 5 years,None
Other transportation workers,53-6000,Summary,373.5,391.2,17.7,4.7,0.4,50.3,"$28,770",Ñ,Ñ,Ñ
Bridge and lock tenders,53-6011,Line item,3.3,3.3,0.0,1.3,Ñ,0.3,"$52,340",High school diploma or equivalent,None,Short-term on-the-job training
Parking attendants,53-6021,Line item,149.8,160.6,10.9,7.2,0.2,22.8,"$27,080",No formal educational credential,None,Short-term on-the-job training
Automotive and watercraft service attendants,53-6031,Line item,118.8,121.6,2.8,2.4,0.4,16.3,"$26,540",No formal educational credential,None,Short-term on-the-job training
Traffic technicians,53-6041,Line item,7.7,8.2,0.5,6.0,Ñ,0.8,"$47,800",High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation inspectors,53-6051,Line item,30.2,30.9,0.7,2.4,0.7,2.9,"$78,400",High school diploma or equivalent,None,Moderate-term on-the-job training
Passenger attendants,53-6061,Line item,28.0,29.2,1.2,4.4,Ñ,3.7,"$28,770",High school diploma or equivalent,None,Short-term on-the-job training
"Aircraft service attendants and transportation workers, all other",53-6098,Line item,35.8,37.4,1.6,4.4,1.7,3.5,"$37,790",High school diploma or equivalent,None,Short-term on-the-job training
Material moving workers,53-7000,Summary,"7,148.7","7,305.5",156.8,2.2,1.0,870.5,"$30,720",Ñ,Ñ,Ñ
Conveyor operators and tenders,53-7011,Line item,23.9,24.0,0.1,0.4,0.6,2.7,"$35,770",No formal educational credential,None,Short-term on-the-job training
Crane and tower operators,53-7021,Line item,45.7,46.5,0.8,1.7,0.2,4.5,"$59,710",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Dredge operators,53-7031,Line item,1.6,1.7,0.1,4.5,3.6,0.2,"$49,210",High school diploma or equivalent,None,Moderate-term on-the-job training
Hoist and winch operators,53-7041,Line item,4.9,4.6,-0.2,-5.0,Ñ,0.5,"$62,610",No formal educational credential,None,Short-term on-the-job training
Industrial truck and tractor operators,53-7051,Line item,634.7,652.3,17.5,2.8,0.2,64.3,"$37,560",No formal educational credential,None,Short-term on-the-job training
Laborers and material movers,53-7060,Summary,"6,233.8","6,358.9",125.1,2.0,0.9,772.2,"$29,910",Ñ,Ñ,Ñ
Cleaners of vehicles and equipment,53-7061,Line item,408.4,423.1,14.7,3.6,4.7,53.9,"$27,640",No formal educational credential,None,Short-term on-the-job training
"Laborers and freight, stock, and material movers, hand",53-7062,Line item,"2,986.0","3,111.7",125.7,4.2,0.9,380.6,"$31,120",No formal educational credential,None,Short-term on-the-job training
Machine feeders and offbearers,53-7063,Line item,62.9,63.0,0.1,0.2,Ñ,7.0,"$33,000",No formal educational credential,None,Short-term on-the-job training
"Packers and packagers, hand",53-7064,Line item,640.8,609.9,-30.9,-4.8,0.5,75.8,"$28,050",No formal educational credential,None,Short-term on-the-job training
Stockers and order fillers,53-7065,Line item,"2,135.8","2,151.3",15.5,0.7,0.4,254.9,"$29,190",High school diploma or equivalent,None,Short-term on-the-job training
Pumping station operators,53-7070,Summary,28.3,29.8,1.5,5.4,4.9,3.1,"$56,610",Ñ,Ñ,Ñ
Gas compressor and gas pumping station operators,53-7071,Line item,3.7,3.6,-0.1,-2.1,4.9,0.4,"$67,840",High school diploma or equivalent,None,Moderate-term on-the-job training
"Pump operators, except wellhead pumpers",53-7072,Line item,10.5,11.5,1.0,9.7,4.9,1.2,"$48,090",High school diploma or equivalent,None,Moderate-term on-the-job training
Wellhead pumpers,53-7073,Line item,14.1,14.7,0.6,4.2,4.9,1.5,"$60,720",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Refuse and recyclable material collectors,53-7081,Line item,133.6,145.4,11.7,8.8,6.6,18.2,"$39,100",No formal educational credential,None,Short-term on-the-job training
"Tank car, truck, and ship loaders",53-7121,Line item,12.2,12.0,-0.2,-1.7,3.7,1.3,"$45,610",No formal educational credential,None,Short-term on-the-job training
"Material moving workers, all other",53-7199,Line item,29.8,30.3,0.5,1.5,3.4,3.3,"$32,850",No formal educational credential,None,Short-term on-the-job training
Footnotes:,,,,,,,,,,,,
"(1) Data are from the Occupational Employment Statistics program, U.S. Bureau of Labor Statistics. Wage data cover non-farm wage and salary workers and do not cover the self-employed, owners and partners in unincorporated firms, or household workers.",,,,,,,,,,,,
"Note: Data is unavailable for values denoted with a ""Ñ"".",,,,,,,,,,,,
"Source: Employment Projections program, U.S. Bureau of Labor Statistics",,,,,,,,,,,,
